Артикул,Пристрій,Клас,К-ть пропозицій,Найкраща ціна $,Постачальник,Всі пропозиції
U.061.000-035,Apple IPhone 14 Pro,Скло дисплейного модулю,26,1.65,ocapro,1.65$ ocapro (Опт — Скло дисплея iPhone 14 Pro ORIG 1:1) | 1.76$ ocapro (Роздріб — Скло дисплея iPhone 14 Pro ORIG 1:1) | 1.9$ refparts (Великий опт — Скло+ОСА MUSTTBY iPhone 14 Pro) | 1.95$ refparts (Середній опт — Скло+ОСА MUSTTBY iPhone 14 Pro) | 2.0$ ocapro (Опт — Скло дисплея iPhone 14 PRO+OCA ORIG 1:1) | 2.0$ refparts (Дрібний опт — Скло+ОСА MUSTTBY iPhone 14 Pro) | 2.12$ ocapro (Опт — Скло дисплея iPhone 14 PRO+OCA (Anti UV) ORIG 1:1) | 2.15$ ocapro (Роздріб — Скло дисплея iPhone 14 PRO+OCA ORIG 1:1) | 2.15$ refparts (Великий опт — Скло+ОСА G+OCA pro iPhone 14 Pro) | 2.2$ refparts (Середній опт — Скло+ОСА G+OCA pro iPhone 14 Pro) | 2.25$ refparts (Дрібний опт — Скло+ОСА G+OCA pro iPhone 14 Pro) | 2.27$ ocapro (Роздріб — Скло дисплея iPhone 14 PRO+OCA (Anti UV) ORIG 1:1) | 2.5$ refparts (Великий опт — Скло+ОСА+поляр G+OCA pro iPhone 14 Pro) | 2.55$ refparts (Середній опт — Скло+ОСА+поляр G+OCA pro iPhone 14 Pro) | 2.6$ refparts (Дрібний опт — Скло+ОСА+поляр G+OCA pro iPhone 14 Pro) | 2.77$ ocapro (Опт — Скло дисплея iPhone 14 PRO+Т-OCA ORIG 1:1) | 2.83$ ocapro (Опт — Скло дисплея iPhone 14 Pro+Polar+OCA ORIG 1:1) | 2.9$ refparts (Великий опт — Скло+ОСА Feaglet iPhone 14 Pro) | 2.95$ refparts (Середній опт — Скло+ОСА Feaglet iPhone 14 Pro) | 2.96$ ocapro (Роздріб — Скло дисплея iPhone 14 PRO+Т-OCA ORIG 1:1) | 3.0$ refparts (Дрібний опт — Скло+ОСА Feaglet iPhone 14 Pro) | 3.02$ ocapro (Роздріб — Скло дисплея iPhone 14 Pro+Polar+OCA ORIG 1:1) | 3.53$ ocapro (Опт — Скло дисплея iPhone 14 Pro + OCA ORIG 1:1 (Feaglet)) | 3.78$ ocapro (Роздріб — Скло дисплея iPhone 14 Pro + OCA ORIG 1:1 (Feaglet)) | 6.35$ ocapro (Опт — Скло дисплея iPhone 14 pro+OCA ORIG 99%) | 6.8$ ocapro (Роздріб — Скло дисплея iPhone 14 pro+OCA ORIG 99%)
U.066.000-002,Apple IPhone 14 Pro,Чіп захисту ДМ,0,,,
U.067.000-001,Apple IPhone 14 Pro,Чіп захисту основної камери,0,,,
U.069.000-004,Apple IPhone 14 Pro,Шлейф верхній з датчиком світла,0,,,
U.074.000-002,Apple IPhone 14 Pro,"Шлейф зі спалахом, мікрофоном і бездротовою зарядкою",0,,,
U.075.000-006,Apple IPhone 14 Pro,Шлейф кнопок гучності і вмикання,0,,,
U.076.000-003,Apple IPhone 14 Pro,Шлейф модулю Bluetooth/NFC,0,,,
U.078.000-002,Apple IPhone 14 Pro,Шлейф модулю WiFi,0,,,
U.079.000-004,Apple IPhone 14 Pro,Шлейф нижній із зарядним портом і мікрофоном,0,,,
U.081.000-015,Apple IPhone 14 Pro,Кришка корпусу задня без обвісу,16,6.82,ocapro,6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Black BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver BIG) | 9.64$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver) | 10.32$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple) | 10.58$ ocapro (Опт — Задня кришка iPhone 14 Pro Black) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver) | 11.33$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black)
U.081.000-016,Apple IPhone 14 Pro,Кришка корпусу задня без обвісу,16,6.82,ocapro,6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Black BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver BIG) | 9.64$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver) | 10.32$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple) | 10.58$ ocapro (Опт — Задня кришка iPhone 14 Pro Black) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver) | 11.33$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black)
U.081.000-017,Apple IPhone 14 Pro,Кришка корпусу задня без обвісу,16,6.82,ocapro,6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Black BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver BIG) | 9.64$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver) | 10.32$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple) | 10.58$ ocapro (Опт — Задня кришка iPhone 14 Pro Black) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver) | 11.33$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black)
U.081.000-018,Apple IPhone 14 Pro,Кришка корпусу задня без обвісу,16,6.82,ocapro,6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Black BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold BIG) | 6.82$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold BIG) | 7.3$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver BIG) | 9.64$ ocapro (Опт — Задня кришка iPhone 14 Pro Deep Purple) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Gold) | 9.88$ ocapro (Опт — Задня кришка iPhone 14 Pro Silver) | 10.32$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Deep Purple) | 10.58$ ocapro (Опт — Задня кришка iPhone 14 Pro Black) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Gold) | 10.58$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Silver) | 11.33$ ocapro (Роздріб — Задня кришка iPhone 14 Pro Black)
U.082.000-004,Apple IPhone 14 Pro,Шлейф модулю GPS,0,,,
U.084.000-015,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-016,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-017,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-019,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-030,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-031,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-032,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.084.000-033,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.085.000-004,Apple IPhone 14 Pro,Камера фронтальна без FaceID,0,,,
U.084.000-090,Apple IPhone 14 Pro,Корпус смартфону в зборі,0,,,
U.144.000-001,Apple IPhone 14 Pro,Гвинти фіксуючі (корпусні),0,,,
U.144.000-002,Apple IPhone 14 Pro,Гвинти фіксуючі (корпусні),0,,,
U.144.000-003,Apple IPhone 14 Pro,Гвинти фіксуючі (корпусні),0,,,
U.144.000-004,Apple IPhone 14 Pro,Гвинти фіксуючі (корпусні),0,,,
U.049.000-020,Apple IPhone 14 Pro,Проклейка для ДМ,0,,,
U.049.000-027,Apple iPhone 14,Проклейка для ДМ,0,,,
U.009.000-087,Apple IPhone 14 Pro,АКБ з калібруванням,5,13.17,ocapro,13.17$ ocapro (Опт — Акумулятор iPhone 14 PRO ORIG 3490 mAh) | 14.1$ ocapro (Роздріб — Акумулятор iPhone 14 PRO ORIG 3490 mAh) | 16.12$ ocapro (Опт — Акумулятор iPhone 14 PRO ORIG IOS 18/26 без помилки 3490 mAh) | 17.19$ ocapro (Роздріб — Акумулятор iPhone 14 PRO ORIG IOS 18/26 без помилки 3490 mAh) | 35.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.154.000-006,Apple IPhone 14 Pro,Форма для пресу,0,,,
U.169.000-001,Apple IPhone 14 Pro,Шлейф основної камери,0,,,
U.169.000-002,,Шлейф основної камери,0,,,
U.009.000-070,Apple IPhone 14 Pro Max,АКБ з калібруванням,6,15.52,ocapro,15.52$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 16.62$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 27.3$ uparts (Ціна — Кабели с платой активации QianLi iPower Pro Max 7th V2.2 для подключения плат и АКБ iPhone 6 - 14 Pro Max) | 37.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-004,Apple IPhone 14 Pro Max,АКБ з калібруванням,6,15.52,ocapro,15.52$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 16.62$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 27.3$ uparts (Ціна — Кабели с платой активации QianLi iPower Pro Max 7th V2.2 для подключения плат и АКБ iPhone 6 - 14 Pro Max) | 37.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-013,Apple IPhone 14 Pro Max,АКБ з калібруванням,6,15.52,ocapro,15.52$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 16.62$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 27.3$ uparts (Ціна — Кабели с платой активации QianLi iPower Pro Max 7th V2.2 для подключения плат и АКБ iPhone 6 - 14 Pro Max) | 37.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-017,Apple IPhone 14 Pro Max,АКБ з калібруванням,6,15.52,ocapro,15.52$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 16.62$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 27.3$ uparts (Ціна — Кабели с платой активации QianLi iPower Pro Max 7th V2.2 для подключения плат и АКБ iPhone 6 - 14 Pro Max) | 37.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.009.000-018,Apple IPhone 14 Pro Max,АКБ з калібруванням,6,15.52,ocapro,15.52$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 16.62$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG 4870 mAh) | 17.88$ ocapro (Опт — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 19.08$ ocapro (Роздріб — Акумулятор iPhone 14 PRO MAX ORIG IOS 18/26 без помилки 4870 mAh) | 27.3$ uparts (Ціна — Кабели с платой активации QianLi iPower Pro Max 7th V2.2 для подключения плат и АКБ iPhone 6 - 14 Pro Max) | 37.0$ icracked (Посилена 💪🏼З лого🍏 Genuine batteries ✅ Оригінальна деталь 100% - 0 циклів)
U.016.000-005,Apple IPhone 14 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-006,Apple IPhone 14 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.016.000-007,Apple IPhone 14 Pro Max,Гвинти фіксуючі (дисплейні),0,,,
U.017.000-001,Apple IPhone 14 Pro Max,Датчик Face ID,0,,,
U.020.000-001,Apple IPhone 14 Pro Max,Датчик освітелння,0,,,
U.020.000-008,Apple iPhone 14,Датчик освітелння,0,,,
U.021.000-006,Apple IPhone 14 Pro Max,Динамік верхній (Speaker),0,,,
U.022.000-006,Apple IPhone 14 Pro Max,Динамік нижній (Buzzer),0,,,
U.023.000-042,Apple IPhone 14 Pro Max,Дисплейний модуль,4,79.9,ocapro,79.9$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 85.61$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 331.37$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED) | 355.04$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED)
U.023.000-005,Apple IPhone 14 Pro Max,Дисплейний модуль,4,79.9,ocapro,79.9$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 85.61$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 331.37$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED) | 355.04$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED)
U.023.000-055,Apple IPhone 14 Pro Max,Дисплейний модуль,4,79.9,ocapro,79.9$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 85.61$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 331.37$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED) | 355.04$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED)
U.023.000-059,Apple IPhone 14 Pro Max,Дисплейний модуль,4,79.9,ocapro,79.9$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 85.61$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 331.37$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED) | 355.04$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED)
U.023.000-060,Apple IPhone 14 Pro Max,Дисплейний модуль,4,79.9,ocapro,79.9$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 85.61$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 331.37$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED) | 355.04$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED)
U.023.000-062,Apple IPhone 14 Pro Max,Дисплейний модуль,4,79.9,ocapro,79.9$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 85.61$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED Soft 120 Hz) | 331.37$ ocapro (Опт — Дисплей iPhone 14 Pro Max OLED) | 355.04$ ocapro (Роздріб — Дисплей iPhone 14 Pro Max OLED)
